,episode_number,center,steer,speed,throttle
433,episode_0001,000133.png,2.9258017093525268e-05,21.0,0.5
434,episode_0001,000134.png,3.274574191891588e-05,21.0,0.5
435,episode_0001,000135.png,3.5361521440790966e-05,21.0,0.5
436,episode_0001,000136.png,3.754136196221225e-05,20.0,0.5
437,episode_0001,000137.png,3.9721173379803076e-05,20.0,0.0
438,episode_0001,000138.png,0.00016091956058517098,20.0,0.0
439,episode_0001,000139.png,-0.0010355061385780573,18.0,0.0
440,episode_0001,000140.png,-0.002088516019284725,15.0,0.0
441,episode_0001,000141.png,-0.0022992687299847603,11.0,0.0
442,episode_0001,000142.png,-0.0022538702469319105,8.0,0.0
443,episode_0001,000143.png,-0.0021794531494379044,5.0,0.0
444,episode_0001,000144.png,-0.002141066826879978,2.0,0.0
445,episode_0001,000145.png,-0.002128679072484374,0.0,0.0
446,episode_0001,000146.png,-0.0021303349640220404,0.0,0.0
447,episode_0001,000147.png,-0.002133070956915617,0.0,0.0
448,episode_0001,000148.png,-0.002135489135980606,0.0,0.0
449,episode_0001,000149.png,-0.002137312199920416,0.0,0.0
450,episode_0001,000150.png,-0.0021385957952588797,0.0,0.0
451,episode_0001,000151.png,-0.00213947263546288,0.0,0.0
452,episode_0001,000152.png,-0.002140047959983349,0.0,0.0
453,episode_0001,000153.png,-0.002140266355127096,0.0,0.0
454,episode_0001,000154.png,-0.002140412572771311,0.0,0.0
455,episode_0001,000155.png,-0.0021405089646577835,0.0,0.0
456,episode_0001,000156.png,-0.0021405736915767193,0.0,0.0
457,episode_0001,000157.png,-0.002140617463737726,0.0,0.0
458,episode_0001,000158.png,-0.002140647266060114,0.0,0.0
459,episode_0001,000159.png,-0.0021406409796327353,0.0,0.0
460,episode_0001,000160.png,-0.002140642376616597,0.0,0.0
461,episode_0001,000161.png,-0.0021406502928584814,0.0,0.0
462,episode_0001,000162.png,-0.002140657976269722,0.0,0.0
463,episode_0001,000163.png,-0.002140665426850319,0.0,0.0
464,episode_0001,000164.png,-0.002140670781955123,0.0,0.0
465,episode_0001,000165.png,-0.0021406712476164103,0.0,0.0
466,episode_0001,000166.png,-0.002140670083463192,0.0,0.0
467,episode_0001,000167.png,-0.002140670083463192,0.0,0.0
468,episode_0001,000168.png,-0.002140672178938985,0.0,0.0
469,episode_0001,000169.png,-0.0021406738087534904,0.0,0.0
470,episode_0001,000170.png,-0.0021406752057373524,0.0,0.0
471,episode_0001,000171.png,-0.002140675438567996,0.0,0.0
472,episode_0001,000172.png,-0.0021406749729067087,0.0,0.0
473,episode_0001,000173.png,-0.0021406749729067087,0.0,0.0
474,episode_0001,000174.png,-0.0021406752057373524,0.0,0.0
475,episode_0001,000175.png,-0.0021406752057373524,0.0,0.0
476,episode_0001,000176.png,-0.0021406752057373524,0.0,0.0
477,episode_0001,000177.png,-0.0021406752057373524,0.0,0.0
478,episode_0001,000178.png,-0.002140675438567996,0.0,0.0
479,episode_0001,000179.png,-0.002140675438567996,0.0,0.0
480,episode_0001,000180.png,-0.002140675438567996,0.0,0.0
481,episode_0001,000181.png,-0.002140675438567996,0.0,0.0
482,episode_0001,000182.png,-0.002140675438567996,0.0,0.0
483,episode_0001,000183.png,-0.002140675438567996,0.0,0.0
484,episode_0001,000184.png,-0.002140675438567996,0.0,0.0
485,episode_0001,000185.png,-0.002140675438567996,0.0,0.0
486,episode_0001,000186.png,-0.002140675438567996,0.0,0.0
487,episode_0001,000187.png,-0.002140675438567996,0.0,0.0
488,episode_0001,000188.png,-0.002140675438567996,0.0,0.0
489,episode_0001,000189.png,-0.002140675438567996,0.0,0.0
490,episode_0001,000190.png,-0.002140675438567996,0.0,0.0
491,episode_0001,000191.png,-0.002140675438567996,0.0,0.0
492,episode_0001,000192.png,-0.002140675438567996,0.0,0.0
493,episode_0001,000193.png,-0.002140675438567996,0.0,0.0
494,episode_0001,000194.png,-0.002140675438567996,0.0,0.0
495,episode_0001,000195.png,-0.002140675438567996,0.0,0.0
496,episode_0001,000196.png,-0.002140675438567996,0.0,0.0
497,episode_0001,000197.png,-0.002140675438567996,0.0,0.0
498,episode_0001,000198.png,-0.002140675438567996,0.0,0.0
499,episode_0001,000199.png,-0.002140675438567996,0.0,0.0
500,episode_0001,000200.png,-0.002140675438567996,0.0,0.0
501,episode_0001,000201.png,-0.002140675438567996,0.0,0.0
502,episode_0001,000202.png,-0.002140675438567996,0.0,0.0
503,episode_0001,000203.png,-0.002140675438567996,0.0,0.0
504,episode_0001,000204.png,-0.002140675438567996,0.0,0.0
505,episode_0001,000205.png,-0.002140675438567996,0.0,0.0
506,episode_0001,000206.png,-0.002140675438567996,0.0,0.0
507,episode_0001,000207.png,-0.002140675438567996,0.0,0.0
508,episode_0001,000208.png,-0.002140675438567996,0.0,0.0
509,episode_0001,000209.png,-0.002140675438567996,0.0,0.0
510,episode_0001,000210.png,-0.002140675438567996,0.0,0.0
511,episode_0001,000211.png,-0.002140675438567996,0.0,0.0
512,episode_0001,000212.png,-0.002140675438567996,0.0,0.0
513,episode_0001,000213.png,-0.002140675438567996,0.0,0.0
514,episode_0001,000214.png,-0.002140675438567996,0.0,0.0
515,episode_0001,000215.png,-0.002140675438567996,0.0,0.0
516,episode_0001,000216.png,-0.002140675438567996,0.0,0.0
517,episode_0001,000217.png,-0.002140675438567996,0.0,0.0
518,episode_0001,000218.png,-0.002140675438567996,0.0,0.0
519,episode_0001,000219.png,-0.002140675438567996,0.0,0.0
520,episode_0001,000220.png,-0.002140675438567996,0.0,0.0
521,episode_0001,000221.png,-0.002140675438567996,0.0,0.0
522,episode_0001,000222.png,-0.002140675438567996,0.0,0.0
523,episode_0001,000223.png,-0.002140675438567996,0.0,0.0
524,episode_0001,000224.png,-0.002140675438567996,0.0,0.0
525,episode_0001,000225.png,-0.002140675438567996,0.0,0.0
526,episode_0001,000226.png,-0.002140675438567996,0.0,0.0
527,episode_0001,000227.png,-0.002140675438567996,0.0,1.0
528,episode_0001,000228.png,-0.002140675438567996,0.0,1.0
529,episode_0001,000229.png,-0.0021411445923149586,0.0,1.0
530,episode_0001,000230.png,-0.0021380893886089325,0.0,1.0
531,episode_0001,000231.png,-0.002043168293312192,1.0,1.0
532,episode_0001,000232.png,-0.0018063640454784036,2.0,1.0
533,episode_0001,000233.png,-0.001849539577960968,3.0,1.0
534,episode_0001,000234.png,-0.0018018471309915185,5.0,1.0
535,episode_0001,000235.png,-0.0017389269778504968,6.0,1.0
536,episode_0001,000236.png,-0.0016652884660288692,8.0,1.0
537,episode_0001,000237.png,-0.0015832309145480394,9.0,1.0
538,episode_0001,000238.png,-0.0014946681912988424,10.0,1.0
539,episode_0001,000239.png,-0.0014013770269230008,11.0,1.0
540,episode_0001,000240.png,-0.0013050211127847433,12.0,1.0
541,episode_0001,000241.png,-0.0012072542449459434,14.0,1.0
542,episode_0001,000242.png,-0.0011095863301306963,15.0,1.0
543,episode_0001,000243.png,-0.001013456261716783,16.0,1.0
544,episode_0001,000244.png,-0.0009200859349220991,17.0,1.0
545,episode_0001,000245.png,-0.0008305424125865102,18.0,1.0
546,episode_0001,000246.png,-0.0007463668007403612,19.0,1.0
547,episode_0001,000247.png,-0.0006675248732790351,20.0,0.5
548,episode_0001,000248.png,-0.0005939506227150559,21.0,0.5
549,episode_0001,000249.png,-0.0005244233761914074,22.0,0.5
550,episode_0001,000250.png,-0.0004593761404976249,23.0,0.5
551,episode_0001,000251.png,-0.000399782758904621,23.0,0.5
552,episode_0001,000252.png,-0.0003460395964793861,23.0,0.5
553,episode_0001,000253.png,-0.0002973600057885051,23.0,0.5
554,episode_0001,000254.png,-0.0002490900515113026,23.0,0.5
555,episode_0001,000255.png,-0.00017742885393090546,22.0,0.5
556,episode_0001,000256.png,-4.6599954657722265e-05,22.0,0.5
557,episode_0001,000257.png,-1.259560576727381e-06,22.0,0.5
558,episode_0001,000258.png,1.0075539648823906e-05,22.0,0.5
559,episode_0001,000259.png,1.7486965589341708e-05,21.0,0.5
560,episode_0001,000260.png,2.3590480850543827e-05,21.0,0.5
561,episode_0001,000261.png,2.8822065360145643e-05,21.0,0.5
562,episode_0001,000262.png,3.274578193668276e-05,21.0,0.5
563,episode_0001,000263.png,3.623349039116874e-05,20.0,0.5
564,episode_0001,000264.png,3.88492553611286e-05,20.0,0.5
565,episode_0001,000265.png,4.102908496861346e-05,20.0,1.0
566,episode_0001,000266.png,4.408085442264564e-05,20.0,1.0
567,episode_0001,000267.png,3.056594141526148e-05,20.0,1.0
568,episode_0001,000268.png,-0.030485404655337334,20.0,1.0
569,episode_0001,000269.png,-0.029108121991157532,20.0,0.5
570,episode_0001,000270.png,-0.026686420664191246,21.0,0.5
571,episode_0001,000271.png,-0.024183660745620728,22.0,0.5
572,episode_0001,000272.png,-0.02180885151028633,22.0,0.5
573,episode_0001,000273.png,-0.01963738538324833,22.0,0.5
574,episode_0001,000274.png,-0.017750967293977737,22.0,0.5
575,episode_0001,000275.png,-0.01611948572099209,22.0,0.5
576,episode_0001,000276.png,-0.014695440419018269,22.0,0.5
577,episode_0001,000277.png,-0.013457109220325947,22.0,0.5
578,episode_0001,000278.png,-0.012385074980556965,22.0,0.5
579,episode_0001,000279.png,-0.011466819792985916,21.0,0.5
580,episode_0001,000280.png,-0.010687640868127346,21.0,0.5
581,episode_0001,000281.png,-0.010037697851657867,21.0,0.5
582,episode_0001,000282.png,-0.009515074081718922,21.0,0.5
583,episode_0001,000283.png,-0.009119704365730286,21.0,0.5
584,episode_0001,000284.png,-0.008864041417837143,20.0,0.5
585,episode_0001,000285.png,-0.008760656230151653,20.0,0.5
586,episode_0001,000286.png,-0.008866517804563046,20.0,1.0
587,episode_0001,000287.png,-0.009284332394599915,20.0,1.0
588,episode_0001,000288.png,-0.010265745222568512,20.0,1.0
589,episode_0001,000289.png,-0.49606335163116455,20.0,1.0
590,episode_0001,000290.png,-0.5101300477981567,20.0,0.5
591,episode_0001,000291.png,-0.5095598697662354,21.0,0.5
592,episode_0001,000292.png,-0.4937386214733124,21.0,0.5
593,episode_0001,000293.png,-0.46589866280555725,21.0,0.5
594,episode_0001,000294.png,-0.4336148500442505,21.0,0.5
595,episode_0001,000295.png,-0.4020456373691559,21.0,0.5
596,episode_0001,000296.png,-0.37324243783950806,21.0,0.5
597,episode_0001,000297.png,-0.34767666459083557,21.0,0.5
598,episode_0001,000298.png,-0.32529065012931824,21.0,0.5
599,episode_0001,000299.png,-0.30597636103630066,21.0,0.5
600,episode_0002,000000.png,-0.00015559130406472832,0.0,1.0
601,episode_0002,000001.png,-0.00015559130406472832,0.0,1.0
602,episode_0002,000002.png,-0.00015559130406472832,0.0,1.0
603,episode_0002,000003.png,-0.00015559130406472832,0.0,1.0
604,episode_0002,000004.png,-0.00015559130406472832,0.0,1.0
605,episode_0002,000005.png,-0.00015559130406472832,0.0,1.0
606,episode_0002,000006.png,-0.00015559130406472832,0.0,1.0
607,episode_0002,000007.png,-0.00015559130406472832,0.0,1.0
608,episode_0002,000008.png,-0.00015559130406472832,0.0,1.0
609,episode_0002,000009.png,-0.00015515532868448645,0.0,1.0
610,episode_0002,000010.png,-0.00015166761295404285,0.0,1.0
611,episode_0002,000011.png,-0.00015079567674547434,0.0,1.0
612,episode_0002,000012.png,-0.0001521035737823695,0.0,1.0
613,episode_0002,000013.png,-0.00015341147081926465,0.0,1.0
614,episode_0002,000014.png,-0.0001547193678561598,0.0,1.0
615,episode_0002,000015.png,-0.00015559130406472832,0.0,1.0
616,episode_0002,000016.png,-0.00015602726489305496,0.0,1.0
617,episode_0002,000017.png,-0.0001564632257213816,0.0,1.0
618,episode_0002,000018.png,-0.0001564632257213816,0.0,1.0
619,episode_0002,000019.png,-0.00015689920110162348,0.0,1.0
620,episode_0002,000020.png,-0.00015689920110162348,0.0,1.0
621,episode_0002,000021.png,-0.00015689920110162348,0.0,1.0
622,episode_0002,000022.png,-0.00015689920110162348,0.0,1.0
623,episode_0002,000023.png,-0.00015689920110162348,0.0,1.0
624,episode_0002,000024.png,-0.00015689920110162348,0.0,1.0
625,episode_0002,000025.png,-0.00015689920110162348,0.0,1.0
626,episode_0002,000026.png,-0.00015689920110162348,0.0,1.0
627,episode_0002,000027.png,-0.00015689920110162348,0.0,1.0
628,episode_0002,000028.png,-0.00015689920110162348,0.0,1.0
629,episode_0002,000029.png,-0.00015689920110162348,0.0,1.0
630,episode_0002,000030.png,-0.00015689920110162348,0.0,1.0
631,episode_0002,000031.png,-0.00015689920110162348,0.0,1.0
632,episode_0002,000032.png,-0.00015689920110162348,0.0,1.0
633,episode_0002,000033.png,-0.00015689920110162348,0.0,1.0
634,episode_0002,000034.png,-0.00015689920110162348,0.0,1.0
635,episode_0002,000035.png,-0.00015689920110162348,0.0,1.0
636,episode_0002,000036.png,-0.00015689920110162348,0.0,1.0
637,episode_0002,000037.png,-0.00015689920110162348,0.0,1.0
638,episode_0002,000038.png,-0.00015428340702783316,0.0,1.0
639,episode_0002,000039.png,-0.0001570872263982892,3.0,1.0
640,episode_0002,000040.png,-0.00016459549078717828,6.0,1.0
641,episode_0002,000041.png,-0.00017595030658412725,9.0,1.0
642,episode_0002,000042.png,-0.00018919870490208268,11.0,1.0
643,episode_0002,000043.png,-0.00020487482834141701,14.0,1.0
644,episode_0002,000044.png,-0.00022292470384854823,16.0,1.0
645,episode_0002,000045.png,-0.00024029152700677514,18.0,1.0
646,episode_0002,000046.png,-0.0002507702447474003,20.0,0.5
647,episode_0002,000047.png,-0.00025048997486010194,22.0,0.5
648,episode_0002,000048.png,-0.00024075784313026816,24.0,0.5
649,episode_0002,000049.png,-0.00022356642875820398,25.0,0.5
650,episode_0002,000050.png,-0.00020191828662063926,25.0,0.5
651,episode_0002,000051.png,-0.00017823644157033414,26.0,0.5
652,episode_0002,000052.png,-0.00015428340702783316,26.0,0.5
653,episode_0002,000053.png,-0.00013117723574396223,26.0,0.5
654,episode_0002,000054.png,-0.00011025089770555496,26.0,0.5
655,episode_0002,000055.png,-9.106841025641188e-05,26.0,0.5
656,episode_0002,000056.png,-7.406576332869008e-05,26.0,0.5
657,episode_0002,000057.png,-5.924295328441076e-05,25.0,0.5
658,episode_0002,000058.png,-4.659996920963749e-05,25.0,0.5
659,episode_0002,000059.png,-3.526484942995012e-05,25.0,0.5
660,episode_0002,000060.png,-2.5237630325136706e-05,24.0,0.5
661,episode_0002,000061.png,-1.4338482287712395e-05,24.0,0.5
662,episode_0002,000062.png,2.664141447894508e-06,24.0,0.5
663,episode_0002,000063.png,4.7568551963195205e-05,23.0,0.5
664,episode_0002,000064.png,0.00012647826224565506,23.0,0.5
665,episode_0002,000065.png,0.00013781338930130005,23.0,0.5
666,episode_0002,000066.png,0.00013170989404898137,22.0,0.5
667,episode_0002,000067.png,0.00012429845810402185,22.0,0.5
668,episode_0002,000068.png,0.00011732299026334658,22.0,0.5
669,episode_0002,000069.png,0.00011121952411485836,21.0,0.5
670,episode_0002,000070.png,0.00010598791413940489,21.0,0.5
671,episode_0002,000071.png,0.00010075633326778188,21.0,0.5
672,episode_0002,000072.png,9.639670315664262e-05,21.0,0.5
673,episode_0002,000073.png,9.203699300996959e-05,20.0,0.5
674,episode_0002,000074.png,8.811336010694504e-05,20.0,0.5
675,episode_0002,000075.png,8.462563710054383e-05,20.0,1.0
676,episode_0002,000076.png,8.244583295891061e-05,20.0,1.0
677,episode_0002,000077.png,6.457122799474746e-05,20.0,1.0
678,episode_0002,000078.png,2.6642237571650185e-05,20.0,1.0
679,episode_0002,000079.png,-3.177713733748533e-05,21.0,0.5
680,episode_0002,000080.png,-0.00011548248585313559,21.0,0.5
681,episode_0002,000081.png,-0.00014338426990434527,22.0,0.5
682,episode_0002,000082.png,-0.00010196755465585738,22.0,0.5
683,episode_0002,000083.png,-2.2185886336956173e-05,22.0,0.5
684,episode_0002,000084.png,1.2255366527824663e-05,22.0,0.5
685,episode_0002,000085.png,1.7922930055647157e-05,22.0,0.5
686,episode_0002,000086.png,2.0538736862363294e-05,22.0,0.5
687,episode_0002,000087.png,2.271852281410247e-05,22.0,0.5
688,episode_0002,000088.png,2.5334355086670257e-05,22.0,0.5
689,episode_0002,000089.png,2.795013460854534e-05,21.0,0.5
690,episode_0002,000090.png,3.100188041571528e-05,21.0,0.5
691,episode_0002,000091.png,3.361764538567513e-05,21.0,0.5
692,episode_0002,000092.png,3.623349039116874e-05,21.0,0.5
693,episode_0002,000093.png,3.841330544673838e-05,21.0,0.5
694,episode_0002,000094.png,4.059314596815966e-05,20.0,0.5
695,episode_0002,000095.png,4.233697836752981e-05,20.0,0.5
696,episode_0002,000096.png,4.3644915422191843e-05,20.0,1.0
697,episode_0002,000097.png,4.582473047776148e-05,20.0,1.0
698,episode_0002,000098.png,3.143784488202073e-05,20.0,1.0
699,episode_0002,000099.png,-3.0034088922548108e-06,20.0,1.0
700,episode_0002,000100.png,-5.8806981542147696e-05,20.0,0.5
701,episode_0002,000101.png,-0.00014164041203912348,21.0,0.5
702,episode_0002,000102.png,-0.0001653932995395735,22.0,0.5
703,episode_0002,000103.png,-0.00012289389269426465,22.0,0.5
704,episode_0002,000104.png,-3.962451592087746e-05,22.0,0.5
705,episode_0002,000105.png,4.8348947956355914e-08,22.0,0.5
706,episode_0002,000106.png,8.3316781456233e-06,22.0,0.5
707,episode_0002,000107.png,1.1819401152024511e-05,22.0,0.5
708,episode_0002,000108.png,1.530713780084625e-05,22.0,0.5
709,episode_0002,000109.png,1.9230839825468138e-05,22.0,0.5
710,episode_0002,000110.png,2.27185373660177e-05,21.0,0.5
711,episode_0002,000111.png,2.620626037241891e-05,21.0,0.5
712,episode_0002,000112.png,2.969400884467177e-05,21.0,0.5
713,episode_0002,000113.png,3.274574191891588e-05,21.0,0.5
714,episode_0002,000114.png,3.5361521440790966e-05,21.0,0.5
715,episode_0002,000115.png,3.754134741029702e-05,20.0,0.5
716,episode_0002,000116.png,3.9721173379803076e-05,20.0,0.5
717,episode_0002,000117.png,4.146504943491891e-05,20.0,1.0
718,episode_0002,000118.png,4.3644915422191843e-05,20.0,1.0
719,episode_0002,000119.png,2.969400884467177e-05,20.0,1.0
720,episode_0002,000120.png,-4.747297225549119e-06,20.0,1.0
721,episode_0002,000121.png,-6.0114874941064045e-05,20.0,0.5
722,episode_0002,000122.png,-0.00014294830907601863,21.0,0.5
723,episode_0002,000123.png,-0.00016633886843919754,22.0,0.5
724,episode_0002,000124.png,-0.00012376582890283316,22.0,0.5
725,episode_0002,000125.png,-4.0496433939551935e-05,22.0,0.5
726,episode_0002,000126.png,-3.8762976828365936e-07,22.0,0.5
727,episode_0002,000127.png,7.459760581696173e-06,22.0,0.5
728,episode_0002,000128.png,1.138343577622436e-05,22.0,0.5
729,episode_0002,000129.png,1.4871172425046097e-05,22.0,0.5
730,episode_0002,000130.png,1.879486080724746e-05,22.0,0.5
731,episode_0002,000131.png,2.2282571080722846e-05,21.0,0.5
732,episode_0002,000132.png,2.620626037241891e-05,21.0,0.5
733,episode_0002,000133.png,2.969400884467177e-05,21.0,0.5
734,episode_0002,000134.png,3.274574191891588e-05,21.0,0.5
735,episode_0002,000135.png,3.5361521440790966e-05,21.0,0.5
736,episode_0002,000136.png,3.797733734245412e-05,20.0,0.5
737,episode_0002,000137.png,3.9721173379803076e-05,20.0,0.5
738,episode_0002,000138.png,4.146504943491891e-05,20.0,1.0
739,episode_0002,000139.png,4.3644889956340194e-05,20.0,1.0
740,episode_0002,000140.png,2.9693996111745946e-05,20.0,1.0
741,episode_0002,000141.png,-4.747297225549119e-06,20.0,1.0
742,episode_0002,000142.png,-6.0114874941064045e-05,20.0,0.5
743,episode_0002,000143.png,-0.00014294830907601863,21.0,0.5
744,episode_0002,000144.png,-0.00016628923185635358,22.0,0.5
745,episode_0002,000145.png,-0.0001233298535225913,22.0,0.5
746,episode_0002,000146.png,-4.0496433939551935e-05,22.0,0.5
747,episode_0002,000147.png,-3.8762976828365936e-07,22.0,0.5
748,episode_0002,000148.png,7.895699127402622e-06,22.0,0.5
749,episode_0002,000149.png,1.1819401152024511e-05,22.0,0.5
750,episode_0002,000150.png,1.530713780084625e-05,22.0,0.5
751,episode_0002,000151.png,1.879486080724746e-05,22.0,0.5
752,episode_0002,000152.png,2.2282571080722846e-05,21.0,0.5
753,episode_0002,000153.png,2.620626037241891e-05,21.0,0.5
754,episode_0002,000154.png,2.969400884467177e-05,21.0,0.5
755,episode_0002,000155.png,3.274574191891588e-05,21.0,0.5
756,episode_0002,000156.png,3.5361521440790966e-05,21.0,0.5
757,episode_0002,000157.png,3.754136196221225e-05,20.0,0.5
758,episode_0002,000158.png,3.9721173379803076e-05,20.0,0.5
759,episode_0002,000159.png,4.102908496861346e-05,20.0,1.0
760,episode_0002,000160.png,4.3644889956340194e-05,20.0,1.0
761,episode_0002,000161.png,2.969400884467177e-05,20.0,1.0
762,episode_0002,000162.png,-4.747297225549119e-06,20.0,1.0
763,episode_0002,000163.png,-6.0114874941064045e-05,20.0,0.5
764,episode_0002,000164.png,-0.00014294830907601863,21.0,0.5
765,episode_0002,000165.png,-0.0001663390576140955,22.0,0.5
766,episode_0002,000166.png,-0.00012376582890283316,22.0,0.5
767,episode_0002,000167.png,-4.0496433939551935e-05,22.0,0.5
768,episode_0002,000168.png,-3.8762976828365936e-07,22.0,0.5
769,episode_0002,000169.png,7.895699127402622e-06,22.0,0.5
770,episode_0002,000170.png,1.1383449418644886e-05,22.0,0.5
771,episode_0002,000171.png,1.5307125067920424e-05,22.0,0.5
772,episode_0002,000172.png,1.879486080724746e-05,22.0,0.5
773,episode_0002,000173.png,2.2282571080722846e-05,21.0,0.5
774,episode_0002,000174.png,2.620626037241891e-05,21.0,0.5
775,episode_0002,000175.png,2.9258017093525268e-05,21.0,0.5
776,episode_0002,000176.png,3.274574191891588e-05,21.0,0.5
777,episode_0002,000177.png,3.5361521440790966e-05,21.0,0.5
778,episode_0002,000178.png,3.754134741029702e-05,20.0,0.5
779,episode_0002,000179.png,3.9721173379803076e-05,20.0,0.5
780,episode_0002,000180.png,4.146506034885533e-05,20.0,1.0
781,episode_0002,000181.png,4.3644915422191843e-05,20.0,1.0
782,episode_0002,000182.png,3.0129975129966624e-05,20.0,1.0
783,episode_0002,000183.png,-4.311318207328441e-06,20.0,1.0
784,episode_0002,000184.png,-6.0114874941064045e-05,20.0,0.5
785,episode_0002,000185.png,-0.00014294830907601863,21.0,0.5
786,episode_0002,000186.png,-0.00016637207590974867,22.0,0.5
787,episode_0002,000187.png,-0.00012376582890283316,22.0,0.5
788,episode_0002,000188.png,-4.049644849146716e-05,22.0,0.5
789,episode_0002,000189.png,-3.8762976828365936e-07,22.0,0.5
790,episode_0002,000190.png,7.895699127402622e-06,22.0,0.5
791,episode_0002,000191.png,1.1819401152024511e-05,22.0,0.5
792,episode_0002,000192.png,1.530713780084625e-05,22.0,0.5
793,episode_0002,000193.png,1.879486080724746e-05,22.0,0.5
794,episode_0002,000194.png,2.2282571080722846e-05,21.0,0.5
795,episode_0002,000195.png,2.620626037241891e-05,21.0,0.5
796,episode_0002,000196.png,2.969400884467177e-05,21.0,0.5
797,episode_0002,000197.png,3.274574191891588e-05,21.0,0.5
798,episode_0002,000198.png,3.5361521440790966e-05,21.0,0.5
799,episode_0002,000199.png,3.754136196221225e-05,20.0,0.5
800,episode_0002,000200.png,3.9721173379803076e-05,20.0,0.5
801,episode_0002,000201.png,4.102908496861346e-05,20.0,1.0
802,episode_0002,000202.png,4.3644889956340194e-05,20.0,1.0
803,episode_0002,000203.png,2.9693996111745946e-05,20.0,1.0
804,episode_0002,000204.png,-4.311331849748967e-06,20.0,1.0
805,episode_0002,000205.png,-6.0114874941064045e-05,20.0,0.5
806,episode_0002,000206.png,-0.00014294830907601863,21.0,0.5
807,episode_0002,000207.png,-0.0001663674192968756,22.0,0.5
808,episode_0002,000208.png,-0.00012376582890283316,22.0,0.5
809,episode_0002,000209.png,-4.0496433939551935e-05,22.0,0.5
810,episode_0002,000210.png,-3.8762976828365936e-07,22.0,0.5
811,episode_0002,000211.png,7.895699127402622e-06,22.0,0.5
812,episode_0002,000212.png,1.138343577622436e-05,22.0,0.5
813,episode_0002,000213.png,1.5307125067920424e-05,22.0,0.5
814,episode_0002,000214.png,1.879486080724746e-05,22.0,0.5
815,episode_0002,000215.png,2.2282571080722846e-05,21.0,0.5
816,episode_0002,000216.png,2.620626037241891e-05,21.0,0.5
817,episode_0002,000217.png,2.969400884467177e-05,21.0,0.5
818,episode_0002,000218.png,3.274574191891588e-05,21.0,0.5
819,episode_0002,000219.png,3.5361521440790966e-05,21.0,0.5
820,episode_0002,000220.png,3.754136196221225e-05,20.0,0.5
821,episode_0002,000221.png,3.9721173379803076e-05,20.0,0.5
822,episode_0002,000222.png,4.102908496861346e-05,20.0,1.0
823,episode_0002,000223.png,4.3644889956340194e-05,20.0,1.0
824,episode_0002,000224.png,3.0129975129966624e-05,20.0,1.0
825,episode_0002,000225.png,-4.311331849748967e-06,20.0,1.0
826,episode_0002,000226.png,-6.0114874941064045e-05,20.0,0.5
827,episode_0002,000227.png,-0.00014294830907601863,21.0,0.5
828,episode_0002,000228.png,-0.0001663460279814899,22.0,0.5
829,episode_0002,000229.png,-0.00012376582890283316,22.0,0.5
830,episode_0002,000230.png,-4.049644849146716e-05,22.0,0.5
831,episode_0002,000231.png,-3.8761646692364593e-07,22.0,0.5
832,episode_0002,000232.png,7.895699127402622e-06,22.0,0.5
833,episode_0002,000233.png,1.1819401152024511e-05,22.0,0.5
834,episode_0002,000234.png,1.530713780084625e-05,22.0,0.5
835,episode_0002,000235.png,1.879486080724746e-05,22.0,0.5
836,episode_0002,000236.png,2.2282571080722846e-05,21.0,0.5
837,episode_0002,000237.png,2.620626037241891e-05,21.0,0.5
838,episode_0002,000238.png,2.9258017093525268e-05,21.0,0.5
839,episode_0002,000239.png,3.274574191891588e-05,21.0,0.5
840,episode_0002,000240.png,3.5361521440790966e-05,21.0,0.5
841,episode_0002,000241.png,3.754136196221225e-05,20.0,0.5
842,episode_0002,000242.png,3.9721173379803076e-05,20.0,0.5
843,episode_0002,000243.png,4.102908496861346e-05,20.0,1.0
844,episode_0002,000244.png,4.3644889956340194e-05,20.0,1.0
845,episode_0002,000245.png,2.969400884467177e-05,20.0,1.0
846,episode_0002,000246.png,-4.747297225549119e-06,20.0,1.0
847,episode_0002,000247.png,-6.0114874941064045e-05,20.0,0.5
848,episode_0002,000248.png,-0.00014294830907601863,21.0,0.5
849,episode_0002,000249.png,-0.00016633477935101837,22.0,0.5
850,episode_0002,000250.png,-0.00012376582890283316,22.0,0.5
851,episode_0002,000251.png,-4.0496433939551935e-05,22.0,0.5
852,episode_0002,000252.png,-3.8762976828365936e-07,22.0,0.5
853,episode_0002,000253.png,7.895699127402622e-06,22.0,0.5
854,episode_0002,000254.png,1.138343577622436e-05,22.0,0.5
855,episode_0002,000255.png,1.530713780084625e-05,22.0,0.5
856,episode_0002,000256.png,1.879486080724746e-05,22.0,0.5
857,episode_0002,000257.png,2.2282571080722846e-05,21.0,0.5
858,episode_0002,000258.png,2.620626037241891e-05,21.0,0.5
859,episode_0002,000259.png,2.9258017093525268e-05,21.0,0.5
860,episode_0002,000260.png,3.2309773814631626e-05,21.0,0.5
861,episode_0002,000261.png,3.5361521440790966e-05,21.0,0.5
862,episode_0002,000262.png,3.754136196221225e-05,20.0,0.5
863,episode_0002,000263.png,3.9721173379803076e-05,20.0,0.5
864,episode_0002,000264.png,4.146506034885533e-05,20.0,1.0
865,episode_0002,000265.png,4.3644915422191843e-05,20.0,1.0
866,episode_0002,000266.png,2.9693996111745946e-05,20.0,1.0
867,episode_0002,000267.png,-4.311331849748967e-06,20.0,1.0
868,episode_0002,000268.png,-6.0114874941064045e-05,20.0,0.5
